;period;start;end;n;missing;start;end;n;log;adjust;lp;;;ntd;nmh;td-derived;;;td-ftest;easter;;;nout;noutao;noutls;nouttc;noutso;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;out(1);;;out(2);;;out(3);;;out(4);;;out(5);;;out(6);;;out(7);;;out(8);;;out(9);;;out(10);;;out(11);;;out(12);;;out(13);;;out(14);;;out(15);;;out(16);;;out(17);;;out(18);;;out(19);;;out(20);;;out(21);;;out(22);;;out(23);;;out(24);;;out(25);;;out(26);;;;neffectiveobs;np;logvalue;adjustedlogvalue;ssqerr;aic;aicc;bic;bicc;ser;ser-ml;mean;skewness;;;kurtosis;;;dh;lb;lb2;;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;arima;mean;p;d;q;bp;bd;bq;phi(1);phi(2);phi(3);bphi(1);th(1);th(2);bth(1);seasonality;parameters_cutoff;model_changed;tvar-estimator;tvar-estimate;tvar-pvalue;savar-estimator;savar-estimate;savar-pvalue;svar-estimator;svar-estimate;svar-pvalue;ivar-estimator;ivar-estimate;ivar-pvalue;tscorr-estimator;tscorr-estimate;tscorr-pvalue;ticorr-estimator;ticorr-estimate;ticorr-pvalue;sicorr-estimator;sicorr-estimate;sicorr-pvalue;;;method;cycle;seasonality;irregular;tdh;others;total;logstat;levelstat;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-f;seas-lin-qs;seas-lin-kw;seas-lin-friedman;seas-lin-periodogram;seas-lin-spectralpeaks;seas-si-combined;seas-si-evolutive;seas-si-stable;seas-res-f;seas-res-qs;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;seas-i-qs;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;seas-sa-qs;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;ic-ratio-henderson;ic-ratio;msr-global;msr(1);msr(2);msr(3);msr(4);msr(5);msr(6);msr(7);msr(8);msr(9);msr(10);msr(11);msr(12);trendfilter;seasfilter;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;definition;;annual totals;;spectral seas peaks;spectral td peaks;normality;;independence;;spectral td peaks;;spectral seas peaks;;number of outliers;;mean;;mse;;q;;q-m2;;seas variance;;irregular variance;;seas/irr cross-correlation;;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);;combined seasonality test on sa;;combined seasonality test on sa (last 3 years);;combined seasonality test on irregular;;f-test on sa (td);;f-test on i (td);;quality
RF2013;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117;7;-382,391423851;-382,391423851;4395,218406044;778,782847701;779,810370637;798,118065245;3,870312616;6,292579933;6,129108359;0,337102;Normal with Mean = 0.0 and Stdev = 0.22645540682891915;0,050581;0,8233;Normal with Mean = 3.0 and Stdev = 0.4529108136578383;3,043712;0,9231;0,413515;17,059098;Chi2 with 19 degrees of freedom ;18,671321;0,4781;0;15,014951;16,570757;0;0,073661;0,734953;-1,014893;20,551849;(3,0,0)(1,0,1);1;3;0;0;1;0;1;-0,657305;0,146018;-0,19198;-0,857948;;;-0,409135;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,211355594;0,577368139;0,128954367;0;0;0,9176781;;;0,964237697;0,041948573;0,272136929;0,000000012;0;0,000061594;0,000718277;0,000000338;At.--.--.At.a-.AT;None;0,000000008;0;0,995979319;1;0,970961702;0,998137364;0,997046652;--.--.--.--.--.--;None;None;0,449372895;0,995724165;0,992589692;1;0,999998107;0,970062361;-T.--.--.--.--.--;None;None;0,436667531;0,991168465;0,999296898;1;0,999997938;0,990498045;0,987979172;--.--.--.--.--.--;None;None;0,018730931;0,998936472;-0,209279469;0,273221837;0,365080168;0,298880965;0,420243047;0,27239178;0,382954332;3,955032195;4,477675706;2,619244903;2,126219184;0,81062175;6,304460418;1,30327413;1,445988318;5,115006394;2,857308406;4,85172419;5,012108365;2,287520099;13,656316692;1,928318383;13 terms Henderson moving average;3x5;1,124956264;0,772090591;1,063080253;0,4859279;1,000897388;0,552302039;1,251339568;1,364728504;1,245226962;1,706447176;1,674153515;1,051098798;1,085582958;Good;0;Good;0,002;Bad;Bad;Good;0,813;Good;0,586;Good;0,359;Good;0,741;Good;0;Uncertain;0,042;Good;0,272;Bad;1,051;Bad;1,086;;;;;;;Good;1;Good;1;Good;0,993;Good;0,96;Good;0,999;Good;0,803;Good;0,991;Good;0,365;Good;0,42;Uncertain
RF2014;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;3;-372,027427099;-372,027427099;6553,294361347;750,054854198;750,29247796;758,016735248;4,222409672;7,976478991;7,900147293;1,517559;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;-0,193883;0,4173;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;2,531398;0,327;1,60741;27,461657;Chi2 with 22 degrees of freedom ;16,520006;0,7893;0,979846;23,652762;14,452449;0,743808;0,544784;1,627589;0,735501;7,122857;(0,0,1)(0,1,1);0;0;0;1;0;1;1;;;;;0,595899;;-0,789454;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,236031213;0,271931004;0,353665792;0;0;0,861628009;;;0,210552147;0,644645571;0,868688102;0,000039968;0,000000115;0,003167251;0,000519493;0,000000982;--.At.--.AT.AT.At;ProbablyNone;0,158407173;0,000000511;0,209483846;0,612673456;0,118291333;0,177275281;0,312823213;--.--.--.-t.-t.--;None;None;0,720347101;0,200864162;0,997837141;1;0,999986719;0,983922182;--.--.--.--.--.--;None;None;0,18565361;0,997677801;0,999225409;1;0,999999105;0,989299768;0,970063124;--.--.--.--.--.--;None;None;0,16245636;0,999444467;-0,102560102;0,905186455;0,863728316;0,954124523;0,925148915;0,841791395;0,772247433;3,794001775;4,718513627;5,751686906;4,749802547;5,987772825;9,27487742;6,864327993;7,390761614;3,624569039;3,886167694;5,619974379;5,129211487;3,779545042;7,199920012;8,441226278;13 terms Henderson moving average;3x5;3;2,979385279;1,061193288;1,257695741;1,406822584;0,700674762;1,016734326;1,248776469;0,926748505;1,871419072;1,871419072;1,544297782;1,366927417;Good;0;Good;0,001;Good;Good;Good;0,448;Good;0,194;Good;0,519;Good;0,334;Good;0;Good;0,645;Good;0,869;Bad;1,544;Bad;1,367;;;;;;;Good;1;Good;1;Good;0,994;Good;0,992;Good;0,999;Good;0,988;Good;0,998;Good;0,864;Good;0,925;Good
RF2015;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;13,758076;2,4803;7;1;td-derived;-1,612484;-0,9003;0,037128845;Easter [15];-7,800668;-2,115;0;0;0;0;0;Monday;-2,091656;-1,1484;Tuesday;0,663819;0,3587;Wednesday;2,464348;1,3565;Thursday;-4,53872;-2,4193;Friday;4,541364;2,4001;Saturday;0,573328;0,3198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;12;-394,141068363;-394,141068363;10639,518496748;812,282136726;815,673441074;844,129660928;5,105927909;10,638908167;10,066218137;-0,145185;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;0,19823;0,407;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;2,177187;0,0852;5,077076;34,369141;Chi2 with 22 degrees of freedom ;23,540013;0,3718;0,769796;29,238705;20,537762;0,669075;-1,323047;17,838482;-0,664612;12,562359;(1,0,0)(0,1,1);1;1;0;0;0;1;1;-0,513292;;;;;;-0,587076;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,16195843;0,648234871;0,128178916;0,048856652;0;0,987228869;;;0,898839681;0,818781871;0,449959908;0;0;0,000000087;0,000003359;0;A-.AT.at.--.AT.--;Present;0,121033061;0;0,679825235;0,680519917;0,709108611;0,949915228;0,82389078;--.--.--.--.--.--;None;None;0,010443247;0,67567695;0,997694908;1;0,999991424;0,996366257;--.--.--.--.--.--;None;None;0,034788405;0,997481266;0,998823446;1;0,999994269;0,992412403;0,993473843;--.--.--.--.--.--;None;None;0,119370731;0,999992329;-0,272848694;0,981375627;0,806737484;0,976237823;0,999170596;0,959179894;0,948120871;3,215020047;3,57658939;3,937946161;7,994302328;2,755436793;7,27948159;3,418348654;2,433059585;3,735441136;4,113694144;5,904152531;7,210871788;2,796338614;5,039751143;3,429867501;13 terms Henderson moving average;3x5;0,807253976;0,851313374;0,657324566;0,400175918;0,645572072;0,024821536;0,506677329;0,899204703;0,623566139;0,975217457;0,8788046;0,617568241;0,588678393;Good;0;Uncertain;0,013;Good;Good;Uncertain;0,079;Uncertain;0,045;Good;0,171;Good;0,168;Good;0;Good;0,819;Good;0,45;Good;0,618;Good;0,589;;;;;;;Good;1;Good;1;Good;0,995;Good;0,997;Good;1;Good;0,185;Good;0,997;Good;0,807;Good;0,999;Good
RF2016;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;1;;;;6;1;td-derived;-0,024564;-3,4665;0,00013233;Easter [1];-0,032418;-2,4631;1;1;0;0;0;Monday;0,002389;0,3352;Tuesday;0,018901;2,6274;Wednesday;-0,004288;-0,5902;Thursday;0,003897;0,5193;Friday;0,002216;0,2951;Saturday;0,00145;0,2091;AO (7-2018);-0,164804;-4,5569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;11;168,08944144;-318,453778354;0,240399706;658,907556708;661,746266386;688,10112056;-5,636178329;0,050304306;0,04784894;0,392759;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;-0,024212;0,9193;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;2,858134;0,7667;0,044423;20,945973;Chi2 with 22 degrees of freedom ;21,698278;0,478;0,005219;18,657507;19,274436;0;-1,556526;6,504057;1,275865;7,442863;(1,0,0)(0,1,1);0;1;0;0;0;1;1;-0,780209;;;;;;-0,48998;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,314513672;0,515469686;0,120961011;0,044702086;0,038405589;1,034052043;;;0,315558463;0,231775909;0,076095911;0;0;0,000632068;0;0;-t.-t.At.At.A-.AT;Present;0,483423122;0;0,397795241;1;0,309303579;0,433647991;0,58676013;--.--.--.--.a-.--;None;None;0,377837203;0,379083745;0,932336555;1;0,998697316;0,982563684;--.--.--.--.a-.--;None;None;0,272165313;0,925472549;0,971560312;1;0,997504791;0,997593378;0,98406354;--.--.--.--.a-.--;None;None;0,082830267;0,99165632;-0,083899831;0,973735962;0,914944836;0,993089536;0,985278898;0,943570213;0,842703001;2,618708556;3,184726445;3,499202388;1,842722982;4,460418106;9,029735086;2,735552502;9,083963671;4,908392931;1,90819443;1,828068174;4,352249854;3,681241819;3,579211199;4,515371441;13 terms Henderson moving average;3x5;0,638985304;0,420820148;0,481635362;1,171943759;0,636101836;0,200319045;0,548630125;1,072430732;0,819605861;1,295325856;1,209343281;0,67349364;0,704722948;Good;0;Good;0,003;Bad;Good;Good;0,978;Good;0,524;Good;0,168;Good;0,634;Good;0,009;Good;0,232;Uncertain;0,076;Good;0,673;Good;0,705;;;;;;;Good;1;Good;1;Good;0,973;Good;0,953;Good;0,925;Good;0,955;Good;0,778;Good;0,915;Good;0,985;Good
RF2017;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;1;0;1;0;0;;;;;;;;;;;;;;;;;;;LS (5-2019);-21,589922;-4,9827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;6;-399,886623535;-399,886623535;9581,382806753;811,77324707;812,630389927;827,697009171;4,735234013;9,788453814;9,552552791;0,157638;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;-0,151027;0,5275;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;2,80469;0,6829;0,454213;21,92349;Chi2 with 21 degrees of freedom ;12,658209;0,9201;0,001146;18,768931;10,977193;0,000996;-0,622611;1,232299;0,883578;4,695504;(2,0,0)(0,1,1);1;2;0;0;0;1;1;-0,658199;0,382421;;;;;-0,999891;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,11002662;0,145354673;0,329560254;0;0,375166704;0,960108251;;;0,966923974;0,308714879;0,021104349;0,00000939;0,249160511;0,044204466;0,005720041;0,000595133;--.--.--.--.AT.A-;ProbablyNone;0,178566332;0,000906748;0,67178832;0,999426931;0,696596521;0,683753675;0,868979296;--.--.--.--.--.--;None;None;0,448637559;0,660943829;0,78328727;1;0,99785654;0,797355707;--.--.--.--.--.--;None;None;0,001423648;0,772513235;0,711424899;1;0,996062921;0,91159583;0,700038075;--.--.--.--.--.--;None;None;0,0053564;0,96078315;-0,021219564;0,109257472;0,270188595;0,078915474;0,134342599;0,494232591;0,494960442;3,353876391;4,276050312;5,908970113;6,091391576;9,126027369;4,519087483;4,841247089;7,120561282;4,008248585;8,43821346;7,671619543;6,158533428;6,937609437;3,666347366;7,814120678;13 terms Henderson moving average;3x9;3;3;1,031780092;0,828935829;3;0,763588045;1,337764277;0,961499314;0,67485246;1,037834864;1,001979821;1,740475174;1,5650983;Good;0;Good;0,002;Good;Bad;Good;0,797;Good;0,404;Good;0,278;Good;0,142;Good;0,009;Good;0,309;Uncertain;0,021;Bad;1,74;Bad;1,565;;;;;;;Good;1;Good;1;Good;0,851;Good;0,73;Good;0,987;Good;0,476;Good;0,773;Good;0,27;Good;0,134;Good
RF2020;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;;;;;0;0;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;3;68,676996063;-407,199596935;1,543588886;820,399193871;820,636817633;828,361074921;-4,131203336;0,122418544;0,121247048;0,881899;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;-0,309009;0,1961;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;2,405221;0,2135;4,74921;16,748259;Chi2 with 22 degrees of freedom ;34,227228;0,0466;0;13,945735;28,548738;0;1,4787;3,345939;-0,052536;3,760003;(0,0,1)(0,1,1);0;0;0;1;0;1;1;;;;;0,295948;;-0,687218;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,008897038;0,922971666;0,05340062;0;0;0,985269325;;;0,981422464;0,030966458;0,345126509;0;0;0;0;0;At.AT.aT.At.aT.At;Present;0,21064983;0;0,40038422;1;0,365722388;0,494467957;0,53731742;--.--.A-.--.--.A-;None;None;0,322962031;0,398448753;0,989653794;1;0,999729265;0,993000491;--.--.--.--.--.--;None;None;0,66511368;0,988586161;0,993410788;1;0,99897109;0,905793848;0,955419669;--.--.--.--.--.--;None;None;0,018657684;0,923393759;-0,340309193;0,170778441;0,298208599;0,194136658;0,27764811;0,057736001;0,1168952;5,573749499;14,293171276;4,44624152;4,629839945;7,030549464;5,233450713;5,135958068;5,076854943;5,111992785;5,114216735;3,388955933;4,908794103;5,940335829;3,543791997;2,686827125;23-Henderson;3x5;0,3379781;0,368499666;2,009003829;0,571679882;3;0,178496608;0,214069327;0,346106555;0,26951958;0,454703121;0,442696255;0,786339491;0,837982615;Good;0;Uncertain;0,023;Good;Good;Uncertain;0,093;Good;0,777;Good;0,452;Good;0,528;Good;0;Uncertain;0,031;Good;0,345;Good;0,786;Good;0,838;;;;;;;Good;1;Good;1;Good;0,996;Good;0,995;Good;0,923;Good;0,96;Good;0,989;Good;0,298;Good;0,278;Good
RF2030;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;0,383367;0,138;7;0;td-derived;-2,896616;-3,4478;0;;;;3;2;0;1;0;Monday;1,562094;1,8565;Tuesday;3,327391;3,7337;Wednesday;-0,996656;-1,1398;Thursday;0,529634;0,6011;Friday;2,059403;2,2792;Saturday;-3,585251;-4,1941;TC (3-2020);-45,10768;-8,1661;AO (4-2020);-19,577157;-4,4969;AO (12-2018);18,421249;4,3438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;14;-322,021244535;-322,021244535;2594,90163285;672,04248907;676,709155737;709,197933973;3,783548153;5,31088058;4,971252245;-0,311794;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;0,066563;0,7807;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;2,877966;0,7985;0,130302;22,099167;Chi2 with 22 degrees of freedom ;36,669876;0,0257;0,312828;19,038371;31,977709;0;-0,856089;3,956316;-0,468036;4,350038;(1,0,0)(0,1,1);1;1;0;0;0;1;1;-0,751214;;;;;;-0,713203;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,069664905;0,87445763;0,026423165;0,031566619;0,157953417;1,160065736;;;0,667338831;0,862297815;0,127435831;0;0;0;0;0;At.AT.AT.AT.AT.AT;Present;0,466919273;0;0,665632002;1;0,629773593;0,618342031;0,733867173;--.At.--.--.--.A-;None;None;0,690824559;0,654383438;0,986101655;1;0,999902127;0,989449641;--.a-.--.--.--.--;None;None;0,27994293;0,985698494;0,979429067;1;0,999990642;0,999076352;0,982843564;--.--.--.--.--.--;None;None;0,361289608;0,999755494;-0,120504984;0,999674566;0,999822384;0,995414178;0,999251758;0,996878251;0,999964986;2,434745529;2,692499703;4,63946573;2,16676362;2,949982729;10,577875776;15,730691733;2,322232551;8,041322832;6,883315196;5,390311377;8,279780617;2,363527269;6,399665029;3,475120831;13 terms Henderson moving average;3x5;0,197980148;0,1522212;0,394282946;0,828935829;0,574936996;0,255786292;0,154248756;0,286490835;0,224731338;0,383563417;0,366940865;0,324677706;0,345992555;Good;0;Good;0,003;Good;Good;Good;0,937;Good;0,454;Good;0,144;Good;0,258;Good;0,026;Good;0,862;Good;0,127;Good;0,325;Good;0,346;;;;;;;Good;1;Good;1;Good;0,945;Good;0,966;Good;0,418;Good;0,496;Good;0,78;Good;1;Good;0,999;Good
RF2041;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;6,586768;1,8513;7;0;td-derived;-1,330308;-1,1183;0,000000271;;;;0;0;0;0;0;Monday;1,597003;1,343;Tuesday;-0,061939;-0,0523;Wednesday;3,258118;2,7743;Thursday;-0,802328;-0,6684;Friday;0,787897;0,6469;Saturday;-3,448443;-2,9453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;10;-335,271441552;-335,271441552;2947,98273326;690,542883104;692,908474502;716,986792095;3,74640394;5,5705832;5,324095024;1,19515;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,297159;0,216;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,358792;0,4551;2,391191;29,659019;Chi2 with 22 degrees of freedom ;29,419783;0,1333;0,876299;24,632442;26,170855;0;-2,346186;13,692662;-0,163516;2,013016;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,568901;;-0,999755;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,24567094;0,526147631;0,144129855;0,113757651;0;1,029706076;;;0,33836433;0,584336075;0,992872103;0;0;0,001853654;0;0;a-.At.AT.At.AT.--;Present;0,392783561;0;0,747659299;1;0,686252074;0,342355738;0,657704512;--.at.--.A-.--.--;None;None;0,294277356;0,739106691;0,999749119;1;0,999993233;0,999750592;--.--.--.--.--.--;None;None;0,026602225;0,999689885;0,999932913;1;0,999986559;0,999455005;0,999986017;--.--.--.--.--.--;None;None;0,030180727;0,999930536;-0,470240073;0,967484923;0,942735242;0,99830941;0,994491447;0,994991684;0,997624116;3,8920954;4,313214148;4,948814707;5,374011524;3,879589294;3,611313405;6,759422492;5,779860813;3,813936138;5,729563689;3,122261777;4,165991903;5,082352321;16,026727395;7,204798948;13 terms Henderson moving average;3x5;0,829218031;0,281544336;0,600169341;0,228671953;0,919708738;0,379525883;0,417584488;0,587608724;0,401528678;0,623713779;0,56800467;0,523396484;0,553288322;Good;0;Good;0,005;Good;Good;Good;0,303;Good;0,127;Good;0,207;Good;0,181;Good;0;Good;0,584;Good;0,993;Good;0,523;Good;0,553;;;;;;;Good;1;Good;1;Good;0,998;Good;0,99;Good;1;Good;0,997;Good;1;Good;0,943;Good;0,994;Good
RF2042;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;3,322131;1,1868;7;0;td-derived;-2,387348;-2,6161;0;;;;2;1;0;1;0;Monday;2,500902;2,7557;Tuesday;0,304687;0,3295;Wednesday;2,093009;2,2856;Thursday;-0,433546;-0,4673;Friday;0,857989;0,9056;Saturday;-2,935693;-3,2472;AO (4-2020);-31,235277;-7,0137;TC (3-2020);-34,349741;-7,3645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;12;-311,273257454;-311,273257454;2073,445130292;646,546514908;649,975086336;678,279205698;3,483809571;4,721769682;4,465083695;-0,326896;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;0,257701;0,2833;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,452191;0,2541;3,105719;18,419139;Chi2 with 22 degrees of freedom ;38,676098;0,0154;0,0604;15,761367;34,242465;0,052423;-0,703856;5,119319;-0,971668;10,615651;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,483328;;-0,866842;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,097789186;0,47152133;0,050711728;0,054985226;0,26417601;0,93918348;;;0,840095318;0,006605125;0,00027865;0;0;0,000004053;0;0;At.--.AT.At.AT.AT;Present;0,710142309;0;0,564910354;0,970251449;0,566320887;0,271304219;0,44016023;--.--.--.--.--.--;None;None;0,094113086;0,553207313;0,957685825;1;0,999902165;0,947445187;-t.--.--.--.--.--;None;None;0,282499031;0,950621101;0,998462869;1;0,999999969;0,967085581;0,999602883;--.--.--.--.--.--;None;None;0,025032251;0,995556734;-0,346384376;0,993917748;0,924373292;0,997082619;0,999450554;0,994822845;0,990067343;4,182724954;4,248499781;5,108013908;6,528688059;4,766452963;7,012627081;5,937853194;5,551428008;5,679573485;3,793982435;5,084962494;3,05375876;4,581223488;5,945604893;5,574643033;13 terms Henderson moving average;3x5;0,85366808;0,79476752;1,009959083;0,571679882;0,863081181;0,443205563;0,24897029;0,434207238;0,309690085;0,495813389;0,47424351;0,594470761;0,569714982;Good;0;Good;0,004;Good;Good;Good;0,212;Good;0,681;Good;0,278;Good;0,666;Good;0,017;Bad;0,007;Bad;0;Good;0,594;Good;0,57;;;;;;;Good;1;Good;1;Good;0,997;Good;0,889;Good;0,334;Good;0,347;Good;0,572;Good;0,924;Good;0,999;Good
RF2051;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;1;0;0;1;0;;;;;;;;;;;;;;;;;;;TC (4-2020);-61,690234;-4,8067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;4;-443,940696108;-443,940696108;23592,815228621;895,881392215;896,285432619;906,458955812;5,55827942;15,283724349;15,061672968;0,79579;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;0,605334;0,0117;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;4,301577;0,0067;8,058426;22,257507;Chi2 with 22 degrees of freedom ;34,544968;0,0432;0;18,937801;29,108955;0;1,173093;6,561035;0,015182;9,530868;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,835966;;-0,999876;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,051117735;0,607980119;0,28274688;0;0,119556616;1,06140135;;;0,591246452;0,502879235;0,864576758;0;0;0,000007947;0,000003267;0;-T.AT.At.At.At.--;Present;0,152945204;0;0,696071681;1;0,8007373;0,593514003;0,515120403;At.--.--.--.a-.--;None;None;0,048153037;0,679884154;0,985870792;1;0,996018781;0,994033879;--.--.--.--.--.--;None;None;0,108863313;0,984859105;0,992077785;1;0,999971406;0,999986117;0,998580043;--.--.--.--.--.--;None;None;0,01434113;0,998208051;-0,569700063;0,206831036;0,224782614;0,208559538;0,29422494;0,449291437;0,457149484;7,100926627;15,224930066;5,317081135;9,397204089;7,948737525;5,851718548;9,441345364;6,935858936;5,25125993;5,757136146;6,193544184;4,031482667;2,163450306;6,193271658;1,896414265;23-Henderson;3x5;1,651336877;1,823019169;2,172303843;0,371591924;3;0,526832454;0,623470331;0,679090018;0,444571416;0,810915738;0,802452608;1,250722474;1,179989174;Good;0;Good;0,003;Good;Good;Uncertain;0,018;Good;0,445;Good;0,599;Good;0,274;Good;0,009;Good;0,503;Good;0,865;Bad;1,251;Bad;1,18;;;;;;;Good;1;Good;1;Good;0,995;Good;0,988;Good;0,995;Good;0,556;Good;0,993;Good;0,225;Good;0,294;Good
