;period;start;end;n;missing;start;end;n;log;adjust;lp;;;ntd;nmh;td-derived;;;td-ftest;easter;;;nout;noutao;noutls;nouttc;noutso;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;out(1);;;out(2);;;out(3);;;out(4);;;out(5);;;out(6);;;out(7);;;out(8);;;out(9);;;out(10);;;out(11);;;out(12);;;out(13);;;out(14);;;out(15);;;out(16);;;out(17);;;out(18);;;out(19);;;out(20);;;out(21);;;out(22);;;out(23);;;out(24);;;out(25);;;out(26);;;out(27);;;out(28);;;out(29);;;out(30);;;out(31);;;;neffectiveobs;np;logvalue;adjustedlogvalue;ssqerr;aic;aicc;bic;bicc;ser;ser-ml;mean;skewness;;;kurtosis;;;dh;lb;lb2;;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;arima;mean;p;d;q;bp;bd;bq;phi(1);phi(2);phi(3);bphi(1);th(1);th(2);bth(1);seasonality;parameters_cutoff;model_changed;tvar-estimator;tvar-estimate;tvar-pvalue;savar-estimator;savar-estimate;savar-pvalue;svar-estimator;svar-estimate;svar-pvalue;ivar-estimator;ivar-estimate;ivar-pvalue;tscorr-estimator;tscorr-estimate;tscorr-pvalue;ticorr-estimator;ticorr-estimate;ticorr-pvalue;sicorr-estimator;sicorr-estimate;sicorr-pvalue;;;method;cycle;seasonality;irregular;tdh;others;total;logstat;levelstat;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-f;seas-lin-qs;seas-lin-kw;seas-lin-friedman;seas-lin-periodogram;seas-lin-spectralpeaks;seas-si-combined;seas-si-evolutive;seas-si-stable;seas-res-f;seas-res-qs;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;seas-i-qs;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;seas-sa-qs;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;ic-ratio-henderson;ic-ratio;msr-global;msr(1);msr(2);msr(3);msr(4);msr(5);msr(6);msr(7);msr(8);msr(9);msr(10);msr(11);msr(12);trendfilter;seasfilter;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;definition;;annual totals;;spectral seas peaks;spectral td peaks;normality;;independence;;spectral td peaks;;spectral seas peaks;;number of outliers;;mean;;mse;;q;;q-m2;;seas variance;;irregular variance;;seas/irr cross-correlation;;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);;combined seasonality test on sa;;combined seasonality test on sa (last 3 years);;combined seasonality test on irregular;;f-test on sa (td);;f-test on i (td);;quality
RF0610;12;1990-01-31;2020-12-31;372;0;1990-01-31;2020-12-31;372;1;1;;;;6;0;td-derived;-0,006868;-3,0506;0,073481506;;;;12;6;1;5;0;Monday;0,004684;2,059;Tuesday;-0,000134;-0,0585;Wednesday;-0,000994;-0,4347;Thursday;0,000507;0,2223;Friday;0,001832;0,801;Saturday;0,000973;0,4373;TC (4-2020);-0,424778;-17,8966;AO (5-2020);-0,306109;-15,943;TC (5-2019);-0,252023;-10,6429;AO (7-1990);-0,162456;-8,4942;AO (5-1999);-0,111358;-5,9569;TC (1-2007);-0,107257;-4,6385;LS (6-2010);0,123589;5,0275;AO (2-2009);0,094429;5,1143;TC (4-2000);-0,121884;-5,2519;AO (11-1995);0,096187;5,098;AO (2-2007);-0,082082;-4,4438;TC (12-1999);-0,098998;-4,266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;359;21;813,71754274;-974,710568667;0,213936513;1991,421137333;1994,162977096;2072,970907491;-7,097636672;0,025121329;0,024411543;0,620309;Normal with Mean = 0.0 and Stdev = 0.12927912407657152;0,007071;0,9564;Normal with Mean = 3.0 and Stdev = 0.25855824815314304;2,860885;0,5905;0,080978;23,728975;Chi2 with 22 degrees of freedom ;25,410406;0,2779;1,786567;22,671047;24,537109;1,717281;-1,12942;4,656378;0,373716;28,034736;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,128;;-0,895988;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,176540575;0,130679168;0,029508181;0,003871624;0,699703066;1,040302615;;;0,438368052;0,759362257;0,017304278;0;0;0,996123415;0;0;-t.-t.AT.AT.AT.AT;Present;0,831498127;0;0,395258614;0,409309656;0,398955013;0,685746223;0,459218714;--.--.--.--.--.--;None;None;0,004844723;0,397033461;0,875256794;1;0,999878592;0,872181022;--.--.--.--.--.--;None;None;0,029445246;0,876009261;0,990705603;1;0,999999979;0,991386374;0,898428258;--.--.--.--.--.--;None;None;0;0,999993228;-0,067502894;0,965914057;0,081547994;0,989764723;0,178625018;0,981146203;0,145831869;2,100292763;2,254800391;5,675084242;5,751729187;4,910700273;7,206171113;4,544765207;5,350351913;6,434850963;4,844093625;6,113005584;6,227980026;5,979478486;7,102642889;4,967094931;13 terms Henderson moving average;3x5;0,975049033;0,071373159;0,284942043;1,227737271;0,438719753;0,670033697;0,241723726;0,723126719;0,182218193;0,891806025;0,85622852;0,524137476;0,58009711;Good;0;Good;0,003;Good;Good;Good;0,96;Good;0,362;Good;0,105;Good;0,609;Uncertain;0,032;Good;0,759;Uncertain;0,017;Good;0,524;Good;0,58;;;;;;;Good;1;Good;1;Good;0,795;Good;0,752;Good;0,474;Uncertain;0,057;Good;0,364;Good;0,082;Good;0,179;Good
RF0620;12;1990-01-31;2020-12-31;372;0;1990-01-31;2020-12-31;372;1;;;;;0;0;;;;;;;;20;10;7;3;0;;;;;;;;;;;;;;;;;;;LS (11-2013);-1,60408;-14,1148;LS (1-2015);1,595883;20,7897;AO (7-1990);-2,042053;-16,6959;TC (3-2018);-1,294056;-11,945;LS (10-2013);-0,987003;-8,9325;AO (5-1999);-0,858658;-8,4228;AO (8-2014);0,862741;7,9991;LS (1-2016);0,383889;7,2732;LS (9-1992);0,227227;5,5847;AO (1-2014);-1,070511;-8,466;AO (10-2014);0,671516;6,201;AO (6-2000);-0,58891;-5,7754;LS (6-2014);-0,603716;-6,7455;TC (9-2005);-0,621963;-5,9344;TC (10-2016);-0,513645;-4,7423;AO (8-1990);-0,557075;-4,5651;AO (4-2007);-0,466301;-4,5828;LS (12-2010);-0,173625;-4,3543;AO (12-2013);-0,553036;-4,3582;AO (6-1995);-0,410635;-3,9979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;360;24;253,285929525;-2130,208952788;4,920691219;4308,417905576;4311,999995128;4401,684402331;-3,916598373;0,120836491;0,116912731;0,387274;Normal with Mean = 0.0 and Stdev = 0.12909944487358055;-0,353856;0,0061;Normal with Mean = 3.0 and Stdev = 0.2581988897471611;4,137408;0;16,414801;21,079661;Chi2 with 22 degrees of freedom ;19,496264;0,6145;0;20,134347;18,877762;0;1,420246;5,193672;-1,385933;37,384754;(0,0,1)(0,1,1);1;0;0;1;0;1;1;;;;;0,494453;;-0,868807;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,006091774;0,00795817;0,012317973;0;0,970302654;0,996670571;;;0,720046786;0,283397827;0,000506268;0;0;0,997460977;0;0;--.-T.-T.--.AT.-t;Present;0,001851591;0;0,575315659;1;0,46097934;0,086089048;0,572706576;--.at.--.a-.--.--;None;None;0,000819178;0,572706576;0,350451398;1;0,999623478;0,261273697;--.-t.--.--.--.--;None;None;0,044470443;0,345535646;0,527358324;1;0,999998322;0,762765456;0,219994903;--.-t.--.--.--.--;None;None;0;0,602900573;-0,219377663;0,523129071;0,896698568;0,864578479;0,858682318;0,880578766;0,964447781;3,862503706;5,09589458;4,709402298;4,814094477;8,529394424;5,034991207;3,912626453;3,846151315;4,097711026;6,676056589;4,823977173;4,475979523;5,613118458;3,579858166;4,559276173;13 terms Henderson moving average;3x5;2,667451685;3;0,752256484;1,132069432;1,709385508;0,283760919;0,858681496;1,349008801;0,383443217;1,632087252;1,456173701;1,378309618;1,177875975;Good;0;Uncertain;0,017;Good;Good;Bad;0;Good;0,516;Good;0,437;Good;0,386;Bad;0,054;Good;0,283;Bad;0,001;Bad;1,378;Bad;1,178;;;;;;;Good;1;Good;1;Good;0,992;Good;0,945;Good;0,841;Good;0,701;Good;0,875;Good;0,897;Good;0,859;Uncertain
RF0811;12;1990-01-31;2020-12-31;372;0;1990-01-31;2020-12-31;372;0;;Leap year;9,479214;2,4866;7;1;td-derived;-1,303908;-1,0552;0;Easter [1];-11,416312;-4,5915;1;0;1;0;0;Monday;0,292005;0,2361;Tuesday;0,957526;0,7778;Wednesday;3,316063;2,6848;Thursday;2,471869;1,9924;Friday;-0,558034;-0,4502;Saturday;-5,175522;-4,2495;LS (2-2012);-46,100615;-6,7497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;360;14;-1387,374268079;-1387,374268079;45797,439194088;2802,748536159;2803,965927463;2857,153992599;5,058433181;11,488302432;11,278967545;-0,178313;Normal with Mean = 0.0 and Stdev = 0.12909944487358055;-0,332699;0,01;Normal with Mean = 3.0 and Stdev = 0.2581988897471611;3,961792;0,0002;13,266652;17,940774;Chi2 with 21 degrees of freedom ;21,958926;0,4019;2,684826;17,142191;20,855895;2,580993;0,167088;7,369061;0,220605;7,139236;(1,0,1)(0,1,1);1;1;0;1;0;1;1;-0,856282;;;;-0,5046;;-0,707915;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,056892227;0,390195852;0,05641202;0,033386686;0,501370837;1,038257622;;;0,826218029;0,159242923;0,039218617;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,000015738;0;0,502535761;0,261214577;0,451989349;0,177619627;0,4971783;--.A-.--.--.--.A-;None;None;0,265353618;0,4971783;0,899105729;1;0,999556312;0,895383675;--.--.--.--.--.--;None;None;0,104880671;0,895383675;0,936803682;1;0,999999746;0,987141668;0,91928609;--.--.--.--.--.--;None;None;0,193549853;0,990733255;-0,450599104;0,960849198;0,170442352;0,999559646;0,139807591;0,999691435;0,26717362;4,674928933;5,45796718;4,303096294;3,979036167;3,525882088;3,81372746;4,904388544;5,889146367;7,799741358;5,666163499;2,67418563;4,293883947;4,718286469;6,372108165;2,638666342;13 terms Henderson moving average;3x5;0,599111708;0,476800161;1,129485979;0,01594464;1,315837028;0,121238518;0,276995074;0,619334008;0,261310436;0,711317742;0,711317742;0,551858926;0,561135852;Good;0;Good;0,007;Good;Good;Bad;0,001;Good;0,653;Uncertain;0,026;Good;0,617;Good;0,003;Good;0,159;Uncertain;0,039;Good;0,552;Good;0,561;;;;;;;Good;1;Good;1;Good;0,888;Good;0,73;Good;0,977;Uncertain;0,062;Good;0,895;Good;0,17;Good;0,14;Good
RF0812;12;1990-01-31;2020-12-31;372;0;1990-01-31;2020-12-31;372;0;;Leap year;3,622976;1,9948;7;1;td-derived;-2,976138;-5,3932;0;Easter [8];-3,880194;-3,4934;6;5;0;1;0;Monday;1,278435;2,3321;Tuesday;2,326772;4,21;Wednesday;1,506989;2,6907;Thursday;-0,000028;-0,0001;Friday;0,58295;1,0503;Saturday;-2,71898;-4,9973;TC (3-2020);-46,693738;-9,9757;AO (4-2020);-38,309046;-8,0935;AO (2-2012);-29,153903;-6,326;AO (2-1991);-24,948554;-5,5897;AO (5-2011);24,285411;5,5806;AO (1-1997);-21,743445;-5,0031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;359;19;-1086,720717148;-1086,720717148;8591,518473098;2211,441434296;2213,683322201;2285,224559677;3,470193907;5,019468979;4,892014547;0,384519;Normal with Mean = 0.0 and Stdev = 0.12927912407657152;-0,168831;0,1916;Normal with Mean = 3.0 and Stdev = 0.25855824815314304;3,411629;0,1114;4,157579;28,106936;Chi2 with 20 degrees of freedom ;46,39677;0,0007;0,208746;26,619632;44,569806;0,200651;-1,882367;76,198989;1,008062;12,323685;(2,1,1)(0,1,1);0;2;1;1;0;1;1;-0,054316;0,157344;;;-0,617671;;-0,832202;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,036711927;0,79781497;0,036141369;0,038820184;0,089296616;0,998785067;;;0,819730812;0,488721309;0,682762315;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,027691619;0;0,830873701;0,900889192;0,612482246;0,718284773;0,797699315;--.--.--.--.At.A-;None;None;0,335106011;0,829860128;0,666819933;1;0,992262847;0,662159483;--.--.--.--.--.A-;None;None;0,042296833;0,662159483;0,765297619;1;0,999193465;0,90997184;0,692199982;--.--.--.--.--.A-;None;None;0,000397445;0,792013856;-0,352805624;0,997064785;0,56240921;0,999837205;0,535764488;0,998896827;0,789185793;4,837906606;7,490508505;4,938560463;4,732621702;6,106478139;4,987713396;4,289660407;4,860217759;6,018618983;5,990921129;3,768083187;4,569832379;7,779721734;3,787880576;4,411060431;23-Henderson;3x5;0,198882797;0,213245201;1,291898301;1,179903352;1,477354537;0,375424185;0,101773484;0,260510652;0,057143185;0,317492868;0,296565069;0,532096081;0,571504617;Good;0;Good;0,005;Good;Good;Good;0,125;Good;0,107;Good;0,284;Good;0,124;Good;0,016;Good;0,489;Good;0,683;Good;0,532;Good;0,572;;;;;;;Good;1;Good;1;Good;0,94;Good;0,956;Good;0,244;Good;0,456;Good;0,48;Good;0,562;Good;0,536;Good
RF0893;12;1990-01-31;2020-12-31;372;0;1990-01-31;2020-12-31;372;0;;;;;0;0;;;;;;;;2;1;1;0;0;;;;;;;;;;;;;;;;;;;AO (12-2012);-63,743631;-6,383;LS (12-2008);-25,086726;-4,7517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;359;5;-1372,904840144;-1372,904840144;42485,331814903;2755,809680288;2755,979651959;2775,22629223;4,839144112;10,93969794;10,878581831;-0,717288;Normal with Mean = 0.0 and Stdev = 0.12927912407657152;-0,087359;0,4992;Normal with Mean = 3.0 and Stdev = 0.25855824815314304;3,133313;0,6061;1,018236;33,993334;Chi2 with 22 degrees of freedom ;29,953747;0,1196;0,604732;32,907299;28,548504;0,58128;1,003929;3,043613;-0,019762;19,391755;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,86674;;-0,787099;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,040937224;0,448729302;0,130390489;0;0,36118225;0,981239265;;;0,568133377;0,346950628;0,875491003;0;0;0;0;0;AT.At.AT.AT.at.AT;Present;0,047518518;0;0,977439539;0,7390676;0,989272215;0,992303672;0,983450553;--.--.--.--.--.--;None;None;0,058560727;0,975853819;0,981691156;1;0,99991251;0,979886799;--.--.--.--.--.--;None;None;0,008799454;0,979886799;0,983897467;1;0,99940984;0,998926484;0,987784286;--.--.--.--.--.--;None;None;0,10844653;0,989417238;-0,55742764;0,36617423;0,449552046;0,49089606;0,306300807;0,505010097;0,817500213;7,49895702;13,374175191;4,984228752;5,273235349;5,366626276;5,038756087;3,997779172;4,636635156;6,931498831;3,933759936;6,330522432;6,341810501;4,617733347;6,408344399;3,461243306;23-Henderson;3x5;1,84595312;0,809985462;2,448484728;0,494283837;3;0,393691501;0,295149464;0,757697732;0,134955783;0,756850698;0,70659124;1,10160437;1,137647156;Good;0;Good;0,002;Good;Good;Good;0,601;Uncertain;0,049;Good;0,381;Good;0,558;Good;0,005;Good;0,347;Good;0,875;Bad;1,102;Bad;1,138;;;;;;;Good;1;Good;1;Good;0,981;Good;0,889;Good;0,665;Good;0,754;Good;0,694;Good;0,45;Good;0,306;Good
RF0899;12;1990-01-31;2020-12-31;372;0;1990-01-31;2020-12-31;372;0;;Leap year;0,688873;0,2564;7;1;td-derived;-2,404955;-2,7221;0;Easter [1];-5,606614;-3,0701;6;4;0;2;0;Monday;-0,389148;-0,44;Tuesday;2,127818;2,4117;Wednesday;0,444415;0,503;Thursday;0,732409;0,825;Friday;2,995763;3,3419;Saturday;-3,506301;-3,9877;AO (6-2017);-50,784217;-7,1122;TC (5-2020);-37,480398;-4,8125;AO (9-1990);-32,594419;-4,2361;AO (3-2016);-30,667619;-4,1949;AO (4-1998);28,295468;3,9915;TC (3-2009);-28,056317;-3,9846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;359;17;-1276,048869657;-1276,048869657;25141,429525539;2586,097739315;2587,892460722;2652,114219919;4,511159309;8,561461812;8,368502681;0,114097;Normal with Mean = 0.0 and Stdev = 0.12927912407657152;0,128107;0,3217;Normal with Mean = 3.0 and Stdev = 0.25855824815314304;3,565301;0,0288;5,944072;19,879395;Chi2 with 22 degrees of freedom ;22,008625;0,4594;1,1133;19,089881;21,337455;0;-0,250982;12,322989;0,403794;9,517419;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,578901;;-0,682265;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,11931344;0,69094741;0,074508413;0,036864179;0,079635673;1,001269116;;;0,949304373;0,431005991;0,068793929;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,240255882;0;0,038146834;1;0,063337438;0,008593555;0,016734152;--.--.--.--.-t.--;None;None;0,019432258;0,036926657;0,569774562;1;0,974047785;0,583379116;--.--.--.--.--.--;None;None;0,068955451;0,583379116;0,740100576;1;0,998006886;0,951244341;0,508539732;--.--.--.--.--.--;None;None;0,000057875;0,647338802;-0,473434986;0,99619889;0,492249769;0,999945392;0,801598221;0,999693097;0,603080734;4,431851865;4,921141449;4,310691963;4,349314951;5,73803301;6,992647223;6,53820817;6,134910638;5,637502756;3,013933603;1,334572736;6,821090196;5,479223569;4,484203642;3,906714521;13 terms Henderson moving average;3x5;0,448857632;0,26664824;0,955312667;0,542117756;0,972060638;0,124276785;0,22924609;0,472986484;0,215382219;0,385449093;0,304152824;0,449506287;0,47210672;Good;0;Good;0,005;Bad;Good;Uncertain;0,051;Good;0,591;Good;0,125;Uncertain;0,044;Good;0,016;Good;0,431;Uncertain;0,069;Good;0,45;Good;0,472;;;;;;;Good;1;Good;1;Good;0,992;Good;0,938;Good;0,318;Good;0,866;Good;0,293;Good;0,492;Good;0,802;Good
RF1011;12;1990-01-31;2020-12-31;372;0;1990-01-31;2020-12-31;372;1;1;;;;6;1;td-derived;-0,031031;-11,5499;0;Easter [15];0,020938;3,5788;2;0;1;1;0;Monday;0,016339;6,035;Tuesday;0,017576;6,5619;Wednesday;0,018726;6,939;Thursday;0,002922;1,0855;Friday;0,008947;3,3068;Saturday;-0,03348;-12,6167;TC (11-2000);-0,202727;-10,4127;LS (1-2018);0,08863;5,2646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;359;12;841,598737353;-832,116638002;0,183060643;1688,233276005;1689,135010109;1734,833144667;-7,400991256;0,022935482;0,022581369;-1,486788;Normal with Mean = 0.0 and Stdev = 0.12927912407657152;0,385352;0,0029;Normal with Mean = 3.0 and Stdev = 0.25855824815314304;4,024176;0,0001;14,482384;25,53266;Chi2 with 22 degrees of freedom ;38,443512;0,0163;0,083381;24,625206;37,382147;0,077389;-1,003929;76,08659;-0,464034;11,025065;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,674431;;-0,892085;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,072465533;0,274787013;0,061976142;0,334378275;0,235769449;0,979376412;;;0,138989247;0,983588919;0,626046011;0;0;0;0;0;-t.AT.AT.AT.AT.aT;Present;0,301312919;0;0,539111251;0,959166799;0,314588629;0,127985525;0,475750273;--.--.--.--.--.--;None;None;0,006376673;0,550352236;0,872118793;1;0,996726325;0,876622508;--.--.--.--.--.--;None;None;0,001075651;0,871857962;0,918670856;1;0,999999206;0,999868176;0,955896527;--.--.--.--.--.--;None;None;0,000000844;0,633264526;-0,501589376;0,935715936;0,663205753;0,999849216;0,674678391;0,988912155;0,491944642;5,31578679;7,64953003;5,592748268;7,255577569;5,300964648;6,408857567;6,154613713;3,767828863;3,649278726;5,447999197;6,643144975;5,800871633;5,381871389;6,653145209;6,387594851;23-Henderson;3x5;0,62691341;0,379883502;1,346624546;0,414560637;1,536685622;0,637099307;0,223050517;0,544542256;0,125977358;0,44103655;0,39806244;0,625700606;0,656082496;Good;0;Good;0,006;Good;Good;Bad;0,001;Good;0,272;Uncertain;0,067;Good;0,175;Good;0,005;Good;0,984;Good;0,626;Good;0,626;Good;0,656;;;;;;;Good;1;Good;1;Good;0,97;Good;0,939;Good;0,953;Good;0,87;Good;0,978;Good;0,663;Good;0,675;Good
RF1012;12;1990-01-31;2020-12-31;372;0;1990-01-31;2020-12-31;372;1;1;;;;6;0;td-derived;-0,029511;-10,7623;0;;;;3;1;0;2;0;Monday;0,009862;3,5707;Tuesday;0,020423;7,4198;Wednesday;0,013501;4,8789;Thursday;0,005201;1,8785;Friday;0,009401;3,3964;Saturday;-0,028877;-10,5806;TC (4-2006);-0,139844;-6,0052;AO (2-1993);0,088091;3,9606;TC (9-1993);0,08909;3,7798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;359;12;788,538975765;-873,212336938;0,251392978;1770,424673876;1771,32640798;1817,024542538;-7,083791371;0,026877381;0,026462407;-1,210637;Normal with Mean = 0.0 and Stdev = 0.12927912407657152;0,046885;0,7169;Normal with Mean = 3.0 and Stdev = 0.25855824815314304;3,047424;0,8545;0,349851;37,781353;Chi2 with 22 degrees of freedom ;45,794594;0,0021;1,741122;36,245019;44,104474;1,673599;-0,376473;2,236543;-0,239694;7,28212;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,491109;;-0,788094;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,113350101;0,441579307;0,06655478;0,311344663;0,046479904;0,979308755;;;0,258059991;0,733324357;0,999566952;0;0;0,000000102;0;0;-t.AT.aT.AT.AT.-t;Present;0,021101627;0;0,241620668;0,418716635;0,157209364;0,078494288;0,129649562;--.--.--.--.a-.--;None;None;0,040097663;0,236739895;0,933558612;1;0,999565402;0,935667037;--.--.--.--.--.--;None;None;0,043766759;0,933867887;0,979456053;1;0,999999995;0,999576657;0,987197531;--.--.--.--.--.--;None;None;0,000086619;0,995062815;-0,331153137;0,734126669;0,446404435;0,99931371;0,244383276;0,873590749;0,496347673;3,326351872;4,047710062;5,09867292;5,781585293;6,707581866;3,920807956;5,417660582;4,869860641;4,146120133;5,189737179;5,425843198;5,524518506;5,335918082;6,653876396;3,794782882;13 terms Henderson moving average;3x5;0,666947678;0,143018071;0,837845054;0,653730235;0,689338978;0,439469168;0,235055887;0,569533359;0,186028648;0,325982701;0,255598899;0,456746548;0,495521978;Good;0;Good;0,006;Good;Good;Good;0,84;Uncertain;0,019;Good;0,629;Good;0,159;Good;0,008;Good;0,733;Good;1;Good;0,457;Good;0,496;;;;;;;Good;1;Good;1;Good;1;Good;0,999;Good;0,856;Good;0,715;Good;0,514;Good;0,446;Good;0,244;Good
RF1013;12;1990-01-31;2020-12-31;372;0;1990-01-31;2020-12-31;372;0;;Leap year;2,519034;2,8662;7;0;td-derived;-2,058534;-6,9707;0;;;;11;4;2;5;0;Monday;0,35555;1,1974;Tuesday;1,083912;3,6514;Wednesday;1,377134;4,6204;Thursday;0,378162;1,266;Friday;0,657479;2,2116;Saturday;-1,793703;-6,0772;AO (7-1994);35,980785;14,3131;AO (9-1992);-17,673908;-7,0841;AO (8-1991);-18,945983;-7,0258;TC (1-1991);11,723558;4,9481;TC (7-1991);18,292241;7,4536;TC (5-1994);20,862247;8,8105;LS (8-1993);-20,257146;-9,6287;AO (9-1994);-12,388854;-5,0303;TC (5-1992);22,923021;9,2378;LS (5-1993);19,152807;8,4674;TC (5-1990);18,263299;6,4242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;359;21;-920,233442009;-920,233442009;3523,198632038;1882,466884017;1885,20872378;1964,016654176;2,611563863;3,223804634;3,132718271;0,025865;Normal with Mean = 0.0 and Stdev = 0.12927912407657152;0,338889;0,0088;Normal with Mean = 3.0 and Stdev = 0.25855824815314304;4,677023;0;28,809015;33,448473;Chi2 with 22 degrees of freedom ;238,925851;0;0,434041;32,077462;231,065528;0;-1,505894;5,050419;0,165833;5,940087;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,730051;;-0,284062;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,049558975;0,36168893;0,04692415;0,090913237;0,319027208;0,8681125;;;0,86408307;0,525750122;0,999916062;0;0;0,025750065;0;0;AT.At.AT.At.AT.-t;None;0;0;0,077744138;1;0,0887655;0,2572149;0,16096833;At.-t.--.--.--.--;None;None;0;0,082460506;0,705375178;1;0,961028306;0,702051974;-t.--.--.--.--.--;None;None;0,000000506;0,702051974;0,78679649;1;0,999999994;0,999944138;0,924190331;-t.--.--.--.--.--;None;None;0,000000006;0,869538868;-0,468051222;0,99653199;0,31619048;0,999935124;0,242554208;0,999549219;0,206664898;5,230086404;7,155907867;2,693890846;3,557528144;2,138844839;3,31683667;2,671183347;4,628085127;2,873088648;3,025228487;3,514219673;2,407325265;2,501637983;2,420472242;1,610735472;23-Henderson;3x3;0,64951579;0,192318678;1,354388486;0,223224958;1,384909084;0,522443662;1,251078291;1,331237824;0,788001131;0,559025631;0,470152617;0,896057141;0,994046041;Good;0;Good;0,007;Good;Good;Bad;0;Uncertain;0,056;Good;0,725;Uncertain;0,026;Good;0,03;Good;0,526;Good;1;Good;0,896;Good;0,994;;;;;;;Good;1;Good;1;Good;0,84;Good;0,774;Severe;0,001;Good;0,612;Uncertain;0,088;Good;0,316;Good;0,243;Severe
